"","metabolite","date","treatment","nmol","replicate","pn_nm","pc_nm","cn_ratio","nm_metab_per_pc_nm"
"340","2-Ketoglutaric acid",2022-07-27,"LL",0.0847540947429389,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,8.82547789756726e-06
"341","2-Ketoglutaric acid",2022-07-27,"LL",0.061658339687451,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,5.92249959198882e-06
"342","2-Ketoglutaric acid",2022-07-27,"RH",0.131299311439956,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,4.21053027563474e-06
"343","2-Ketoglutaric acid",2022-07-27,"RH",0.0211933376609266,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,9.3537435937447e-07
"344","2-Ketoglutaric acid",2022-07-27,"RL",0.0289149731631736,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,2.41083627070905e-06
"345","2-Ketoglutaric acid",2022-07-27,"RL",0.0276502579492393,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,1.52995952454526e-06
"346","2-Ketoglutaric acid",2022-07-27,"RL",0.0263318268758495,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,1.20642999176206e-06
"347","2-Ketoglutaric acid",2022-07-27,"ZF",0.0147062793796291,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,1.850771343339e-06
"348","2-Ketoglutaric acid",2022-07-27,"ZF",0.00798454221953922,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,1.08633817794368e-06
"349","2-Ketoglutaric acid",2022-07-27,"ZF",0.0219651558397848,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,4.12154013440614e-06
"350","2-Ketoglutaric acid",2022-07-27,"ZH",0.0153540918728836,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,1.11025790388253e-06
"351","2-Ketoglutaric acid",2022-07-27,"ZH",0.0525898716229066,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,5.16188037685778e-06
"352","2-Ketoglutaric acid",2022-07-27,"ZL",0.0243231161372721,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,3.23801028990135e-06
"353","2-Ketoglutaric acid",2022-07-27,"ZL",0.0309957874099354,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,3.98826951382846e-06
"354","2-Ketoglutaric acid",2022-07-27,"ZL",0.0188506200103394,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,2.15654541321523e-06
"355","2-keto-4-methylthiobutyric acid",2022-07-27,"C",0.0356680024270992,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,3.10716559818828e-06
"356","2-keto-4-methylthiobutyric acid",2022-07-27,"C",0.0100974294253735,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,9.50298119414827e-07
"357","2-keto-4-methylthiobutyric acid",2022-07-27,"LH",0.00214988080648071,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,1.07382654766048e-07
"358","2-keto-4-methylthiobutyric acid",2022-07-27,"LH",0.00292690732870012,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,1.02716176647373e-07
"359","2-keto-4-methylthiobutyric acid",2022-07-27,"LL",0.00262390613866934,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,2.73228399198336e-07
"360","2-keto-4-methylthiobutyric acid",2022-07-27,"RL",0.00310634817058104,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,1.71882192884387e-07
"361","2-keto-4-methylthiobutyric acid",2022-07-27,"ZH",0.0064566740926285,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,4.66883584094904e-07
"362","2-keto-4-methylthiobutyric acid",2022-07-27,"ZL",0.00104497588682117,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,1.39112219632119e-07
"363","2-keto-4-methylthiobutyric acid",2022-07-27,"ZL",0.034421585084564,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,4.42907149267692e-06
"364","L-Cysteinesulfinic acid",2022-07-27,"LH",0.00162313864859539,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,5.74307352482217e-08
"365","L-Cysteinesulfinic acid",2022-07-27,"RL",0.00125065651222743,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,5.73006017720532e-08
"366","2,5-Dihydroxybenzoic acid",2022-07-27,"C",0.00022136752809287,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,2.0833534633829e-08
"367","2,5-Dihydroxybenzoic acid",2022-07-27,"LH",0.00021450001482399,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,1.07138874721441e-08
"368","2,5-Dihydroxybenzoic acid",2022-07-27,"RL",0.00035647399597658,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,1.97246183525055e-08
"369","2,5-Dihydroxybenzoic acid",2022-07-27,"ZF",3.8513400819268e-05,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,7.22665153604658e-09
"370","2,5-Dihydroxybenzoic acid",2022-07-27,"ZH",0.00010904592360571,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,1.07032399179973e-08
"371","2,5-Dihydroxybenzoic acid",2022-07-27,"ZL",0.00010166027314647,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,1.1630121218293e-08
"372","Cysteinolic acid",2022-07-27,"C",0.0762331360889844,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,6.6409375849356e-06
"373","Cysteinolic acid",2022-07-27,"C",0.0340699314456365,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,3.20641921992763e-06
"374","Cysteinolic acid",2022-07-27,"C",0.01020332089482,"230616_Smp_27July-C_3",517.7119853,5497.437682,10.618718202582,1.8560139259474e-06
"375","Cysteinolic acid",2022-07-27,"LH",0.151475276357604,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,7.56591586736704e-06
"376","Cysteinolic acid",2022-07-27,"LH",0.0400783615085643,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,1.41807341657025e-06
"377","Cysteinolic acid",2022-07-27,"LH",0.0728893308205327,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,2.55796051581712e-06
"378","Cysteinolic acid",2022-07-27,"LL",0.0363887895426463,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,3.73714774183393e-06
"379","Cysteinolic acid",2022-07-27,"LL",0.0556718526087323,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,5.79713235337132e-06
"380","Cysteinolic acid",2022-07-27,"LL",0.0960816330121608,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,9.22897754296742e-06
"381","Cysteinolic acid",2022-07-27,"RH",0.127139676804621,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,4.07713835319754e-06
"382","Cysteinolic acid",2022-07-27,"RH",0.0302103341825732,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,1.33334222455254e-06
"383","Cysteinolic acid",2022-07-27,"RL",0.113065172987952,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,9.42700580958903e-06
"384","Cysteinolic acid",2022-07-27,"RL",0.0417971438614525,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,2.31274292149512e-06
"385","Cysteinolic acid",2022-07-27,"RL",0.0351285997895042,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,1.60946661826695e-06
"386","Cysteinolic acid",2022-07-27,"ZF",0.151722795134044,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,1.90941701919758e-05
"387","Cysteinolic acid",2022-07-27,"ZF",0.00673928564413603,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,9.16914593973458e-07
"388","Cysteinolic acid",2022-07-27,"ZF",0.0160894493676532,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,3.01902302869925e-06
"389","Cysteinolic acid",2022-07-27,"ZH",0.0452840818879478,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,3.27450234454767e-06
"390","Cysteinolic acid",2022-07-27,"ZH",0.0894365671626522,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,8.77851279654639e-06
"391","Cysteinolic acid",2022-07-27,"ZL",0.081757155180104,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,1.08839060033337e-05
"392","Cysteinolic acid",2022-07-27,"ZL",0.029045898748401,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,3.73737472605273e-06
"393","Cysteinolic acid",2022-07-27,"ZL",0.027671924015265,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,3.16571872846773e-06
"394","Amino hydroxypropanesulfonate",2022-07-27,"LH",0.00021404144811323,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,7.57332575955508e-09
"395","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"C",0.0435431285590574,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,3.79319563445471e-06
"396","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"C",0.330892151048364,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,3.11412118494461e-05
"397","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"C",0.0540053533471541,"230616_Smp_27July-C_3",517.7119853,5497.437682,10.618718202582,9.8237317949017e-06
"398","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LH",1.9289591938489,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,9.63480201071923e-05
"399","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LH",0.0465929199359698,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,1.6485749086191e-06
"400","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LH",1.01163842863516,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,3.55021939096065e-05
"401","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LL",0.188191166977196,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,1.9327331399075e-05
"402","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LL",0.436710063767812,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,4.54747941927504e-05
"403","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"LL",0.587777993544493,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,5.6458135989279e-05
"404","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"RH",0.55936914477655,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,1.79379517950834e-05
"405","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"RH",0.921274516493033,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,4.06607290677696e-05
"406","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"RL",0.0966892906815021,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,8.06163808794322e-06
"407","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"RL",0.0538457606214081,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,2.97942371714379e-06
"408","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"RL",0.836904757656074,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,3.83439783591571e-05
"409","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZF",0.164183735271735,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,2.06623677164868e-05
"410","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZF",0.015623817146456,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,2.12570095876902e-06
"411","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZF",0.137350324087438,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,2.57724041354041e-05
"412","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZH",0.0692831028419975,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,5.00987705249332e-06
"413","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZH",0.216832372005143,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,2.12828579264559e-05
"414","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZL",0.171421828010602,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,2.28204988159992e-05
"415","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZL",0.0698550187629569,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,8.98833890023757e-06
"416","(R)-2,3-Dihydroxypropane-1-sulfonate",2022-07-27,"ZL",0.0415841603904794,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,4.75730401988407e-06
"417","Orotic acid",2022-07-27,"C",0.00016935320569477,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,1.47529555587867e-08
"418","Orotic acid",2022-07-27,"C",0.00018582456004753,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,1.74884837036356e-08
"419","Orotic acid",2022-07-27,"LH",0.00025188161173918,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,8.8394722552138e-09
"420","Orotic acid",2022-07-27,"LL",4.77087934311464e-05,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,4.96793580561798e-09
"421","Orotic acid",2022-07-27,"RH",0.00016153554104063,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,5.18015120325782e-09
"422","Orotic acid",2022-07-27,"ZH",8.93550211425405e-05,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,8.7705087686217e-09
"423","Orotic acid",2022-07-27,"ZL",0.00015749936715049,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,2.09670738160375e-08
"424","Orotic acid",2022-07-27,"ZL",0.00314376421618891,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,4.04512355703926e-07
"425","Orotic acid",2022-07-27,"ZL",0.00023488428136508,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,2.68711914693727e-08
"426","Allantoin",2022-07-27,"LH",0.00546620800949999,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,2.73027195644583e-07
"427","Allantoin",2022-07-27,"RH",0.00193891850981683,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,6.21775925405805e-08
"428","Allantoin",2022-07-27,"RL",0.00092096385656945,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,4.21952651873642e-08
"429","3-Sulfopyruvic acid",2022-07-27,"ZL",0.00121058921734938,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,1.55768137310697e-07
"430","L-Cysteic acid",2022-07-27,"C",0.044672721151757,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,3.89159843262593e-06
"431","L-Cysteic acid",2022-07-27,"C",0.00391719325021189,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,3.68658321068e-07
"432","L-Cysteic acid",2022-07-27,"LH",0.00701081230138613,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,3.50177384122836e-07
"433","L-Cysteic acid",2022-07-27,"LH",0.006155585461185,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,2.17800123991282e-07
"434","L-Cysteic acid",2022-07-27,"LL",0.00107385025651541,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,1.10284983689856e-07
"435","L-Cysteic acid",2022-07-27,"LL",0.0152747389044161,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,1.59056469189964e-06
"436","L-Cysteic acid",2022-07-27,"LL",0.0104640328802132,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,1.00510702652335e-06
"437","L-Cysteic acid",2022-07-27,"RH",0.0392175123053943,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,1.25763434008909e-06
"438","L-Cysteic acid",2022-07-27,"RH",0.00665729358564388,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,2.93821663320168e-07
"439","L-Cysteic acid",2022-07-27,"RL",0.0165949568053264,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,1.38363343971853e-06
"440","L-Cysteic acid",2022-07-27,"RL",0.00141790070394442,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,7.84560741111954e-08
"441","L-Cysteic acid",2022-07-27,"RL",0.00457003585521738,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,2.09382673870566e-07
"442","L-Cysteic acid",2022-07-27,"ZF",0.00572879776215827,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,7.20963777192606e-07
"443","L-Cysteic acid",2022-07-27,"ZF",0.00060629946047729,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,8.24901707666273e-08
"444","L-Cysteic acid",2022-07-27,"ZF",0.00176921749682312,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,3.31975833581042e-07
"445","L-Cysteic acid",2022-07-27,"ZH",0.00988476202288589,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,7.14769408361355e-07
"446","L-Cysteic acid",2022-07-27,"ZH",0.0141699516316678,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,1.39083045862905e-06
"447","L-Cysteic acid",2022-07-27,"ZL",0.0143098838296462,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,1.90500061037343e-06
"448","L-Cysteic acid",2022-07-27,"ZL",0.00851183559342939,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,1.09522929535621e-06
"449","L-Cysteic acid",2022-07-27,"ZL",0.0119993235968204,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,1.37274457021652e-06
"450","Glycerophosphoric acid",2022-07-27,"C",0.608224639449874,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,5.29845953535451e-05
"451","Glycerophosphoric acid",2022-07-27,"C",0.22447384652649,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,2.11258791941539e-05
"452","Glycerophosphoric acid",2022-07-27,"C",0.0561895252430141,"230616_Smp_27July-C_3",517.7119853,5497.437682,10.618718202582,1.02210390537018e-05
"453","Glycerophosphoric acid",2022-07-27,"LH",0.519105126018803,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,2.59283614080039e-05
"454","Glycerophosphoric acid",2022-07-27,"LH",0.0823348028236807,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,2.91321278485561e-06
"455","Glycerophosphoric acid",2022-07-27,"LH",0.181163268232888,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,6.35769984220478e-06
"456","Glycerophosphoric acid",2022-07-27,"LL",0.0903364052763558,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,9.27759612856242e-06
"457","Glycerophosphoric acid",2022-07-27,"LL",0.564742160683166,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,5.88068278240787e-05
"458","Glycerophosphoric acid",2022-07-27,"LL",0.210644806987931,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,2.02331718590615e-05
"459","Glycerophosphoric acid",2022-07-27,"RH",0.465451574657634,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,1.49261860206636e-05
"460","Glycerophosphoric acid",2022-07-27,"RH",0.152513281445113,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,6.73121974510095e-06
"461","Glycerophosphoric acid",2022-07-27,"RL",0.381591265611019,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,3.18158366784335e-05
"462","Glycerophosphoric acid",2022-07-27,"RL",0.508223306834542,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,2.81212960224404e-05
"463","Glycerophosphoric acid",2022-07-27,"RL",0.172875643720527,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,7.92054278698379e-06
"464","Glycerophosphoric acid",2022-07-27,"ZF",0.252472467511287,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,3.17734211209961e-05
"465","Glycerophosphoric acid",2022-07-27,"ZF",0.0533262665593854,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,7.25531378729497e-06
"466","Glycerophosphoric acid",2022-07-27,"ZF",0.0989136975525242,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,1.8560158520106e-05
"467","Glycerophosphoric acid",2022-07-27,"ZH",0.138965734455059,"230616_Smp_27July-ZH_2",1119.460044,13829.30202,12.3535467783073,1.00486441220306e-05
"468","Glycerophosphoric acid",2022-07-27,"ZH",0.233476747139831,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,2.29165617317982e-05
"469","Glycerophosphoric acid",2022-07-27,"ZL",0.312447117439108,"230616_Smp_27July-ZL_1",686.3991255,7511.747635,10.9437022221264,4.15944641142231e-05
"470","Glycerophosphoric acid",2022-07-27,"ZL",0.574246953230519,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,7.38891252120293e-05
"471","Glycerophosphoric acid",2022-07-27,"ZL",0.13009905060479,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,1.48835693834754e-05
"472","Sulfanilic acid",2022-07-27,"C",0.00116486813385222,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,1.09629089774507e-07
"473","Sulfanilic acid",2022-07-27,"LH",0.0001783908873745,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,8.91030191748294e-09
"474","Sulfanilic acid",2022-07-27,"LH",0.00040166452502318,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,1.40959175238347e-08
"475","Sulfanilic acid",2022-07-27,"RH",0.0002571243522652,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,1.13482609548118e-08
"476","Sulfanilic acid",2022-07-27,"RL",0.00016446345499775,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,1.3712427131687e-08
"477","Sulfanilic acid",2022-07-27,"RL",0.00011968733406449,"230616_Smp_27July-RL_2",1450.355648,18072.54212,12.460765843827,6.62260645291499e-09
"478","Sulfanilic acid",2022-07-27,"ZF",0.0002096989023227,"230616_Smp_27July-ZF_1",719.3131445,7946.02717,11.0466870107363,2.63904084187394e-08
"479","Sulfanilic acid",2022-07-27,"ZF",0.00017526582745957,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,2.38458203893383e-08
"480","cis-Aconitic acid",2022-07-27,"C",0.00018756081034944,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,1.63390842724436e-08
"481","cis-Aconitic acid",2022-07-27,"C",0.00074912980832522,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,7.05027604610085e-08
"482","cis-Aconitic acid",2022-07-27,"C",0.00048426815459442,"230616_Smp_27July-C_3",517.7119853,5497.437682,10.618718202582,8.80897943018138e-08
"483","cis-Aconitic acid",2022-07-27,"LH",0.00114253279636393,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,5.70674450699767e-08
"484","cis-Aconitic acid",2022-07-27,"LH",0.00018706427938465,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,6.61880555492659e-09
"485","cis-Aconitic acid",2022-07-27,"LH",0.00034080832175364,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,1.19602446708446e-08
"486","cis-Aconitic acid",2022-07-27,"LL",0.00040959290676928,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,4.20654060176989e-08
"487","cis-Aconitic acid",2022-07-27,"LL",0.00195672320746891,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,2.03754372830612e-07
"488","cis-Aconitic acid",2022-07-27,"LL",0.00223246340324637,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,2.14435932947244e-07
"489","cis-Aconitic acid",2022-07-27,"RH",0.00321785167245218,"230616_Smp_27July-RH_2",2509.253898,31183.55714,12.4274220176981,1.03190654549303e-07
"490","cis-Aconitic acid",2022-07-27,"RH",0.00053483155784173,"230616_Smp_27July-RH_3",1987.74662666667,22657.5995466667,11.3986356423415,2.36049523578244e-08
"491","cis-Aconitic acid",2022-07-27,"RL",0.00317490174399825,"230616_Smp_27July-RL_1",1186.245581,11993.75234,10.1106824186349,2.64712965050123e-07
"492","cis-Aconitic acid",2022-07-27,"RL",0.00096169020043196,"230616_Smp_27July-RL_3",2266.767342,21826.23696,9.62879451966271,4.40612003889818e-08
"493","cis-Aconitic acid",2022-07-27,"ZF",0.00016529214889846,"230616_Smp_27July-ZF_2",662.2942942,7349.96006,11.0977251719769,2.24888499460037e-08
"494","cis-Aconitic acid",2022-07-27,"ZF",0.00109135249100886,"230616_Smp_27July-ZF_3",533.518494,5329.35629,9.9890750741248,2.04781296581104e-07
"495","cis-Aconitic acid",2022-07-27,"ZH",0.00310285209172932,"230616_Smp_27July-ZH_3",1181.178816,10188.12289,8.6253857180588,3.04555817124554e-07
"496","cis-Aconitic acid",2022-07-27,"ZL",0.00144439353016767,"230616_Smp_27July-ZL_2",770.5393265,7771.73842,10.0861022308898,1.85852051640162e-07
"497","cis-Aconitic acid",2022-07-27,"ZL",0.00042434589498056,"230616_Smp_27July-ZL_3",735.371196,8741.118965,11.886675753071,4.85459466550756e-08
"498","Shikimic acid",2022-07-27,"C",0.156622673595088,"230616_Smp_27July-C_1",1185.426254,11479.2730866667,9.68366699145729,1.36439539692637e-05
"499","Shikimic acid",2022-07-27,"C",0.182781036710287,"230616_Smp_27July-C_2",873.6222439,10625.53868,12.1626237818371,1.72020489704045e-05
"500","Shikimic acid",2022-07-27,"C",0.0399468053606023,"230616_Smp_27July-C_3",517.7119853,5497.437682,10.618718202582,7.26644078047455e-06
"501","Shikimic acid",2022-07-27,"LH",0.088269999641023,"230616_Smp_27July-LH_1",2010.09345,20020.74554,9.96010684975865,4.40892670378663e-06
"502","Shikimic acid",2022-07-27,"LH",0.087503854085872,"230616_Smp_27July-LH_2",2574.28402,28262.54342,10.9787976774995,3.09610684309289e-06
"503","Shikimic acid",2022-07-27,"LH",0.124015087433393,"230616_Smp_27July-LH_3",2662.613278,28495.09614,10.7019282054373,4.35215543137989e-06
"504","Shikimic acid",2022-07-27,"LL",0.0673529825619343,"230616_Smp_27July-LL_1",939.6974365,9737.048695,10.3618976883311,6.91718658000758e-06
"505","Shikimic acid",2022-07-27,"LL",0.250514282053262,"230616_Smp_27July-LL_2",966.664390666667,9603.34338,9.93451654237205,2.60861527220806e-05
"506","Shikimic acid",2022-07-27,"LL",0.116403087820892,"230616_Smp_27July-LL_3",1154.727914,10410.86432,9.01585922863557,1.11809244883994e-05
