"compound","filename","replicate","mz","rt","treatment","date","area_per_L"
"L-Histidine","Smp_27July-LL_3","3",156.077302,686.4,"LL",2023-07-27,15815536.8421053
"L-Histidine","Smp_27July-RH_1","1",156.077302,694.8,"RH",2023-07-27,32523423.853211
"L-Histidine","Smp_27July-RH_2","2",156.077302,808.2,"RH",2023-07-27,15574820.1183432
"L-Histidine","Smp_27July-RH_3","3",156.077302,690.6,"RH",2023-07-27,9825672.78106509
"L-Histidine","Smp_27July-RL_1","1",156.077302,756,"RL",2023-07-27,11827448.8038278
"L-Histidine","Smp_27July-RL_2","2",156.077302,682.2,"RL",2023-07-27,4712670.33492823
"L-Histidine","Smp_27July-RL_3","3",156.077302,688.8,"RL",2023-07-27,17038926.3157895
"L-Histidine","Smp_27July-ZF_1","1",156.077302,707.4,"ZF",2023-07-27,3886823.44497608
"L-Histidine","Smp_27July-ZF_2","2",156.077302,695.4,"ZF",2023-07-27,3239293.77990431
"L-Histidine","Smp_27July-ZF_3","3",156.077302,696,"ZF",2023-07-27,8658269.85645933
"L-Histidine","Smp_27July-ZH_1","1",156.077302,697.8,"ZH",2023-07-27,4664607.17703349
"L-Histidine","Smp_27July-ZH_2","2",156.077302,692.4,"ZH",2023-07-27,7512494.25837321
"L-Histidine","Smp_27July-ZH_3","3",156.077302,699.6,"ZH",2023-07-27,13743200
"L-Histidine","Smp_27July-ZL_1","1",156.077302,699.6,"ZL",2023-07-27,5346904.36681223
"L-Histidine","Smp_27July-ZL_2","2",156.077302,694.8,"ZL",2023-07-27,16210369.3779904
"L-Histidine","Smp_27July-ZL_3","3",156.077302,702.6,"ZL",2023-07-27,6605318.66028708
"L-Histidine","Smp_30June-C_1","1",156.077302,690.6,"C",2023-06-30,4062084.5
"L-Histidine","Smp_30June-C_2","2",156.077302,760.2,"C",2023-06-30,3460514.5
"L-Histidine","Smp_30June-C_3","3",156.077302,691.2,"C",2023-06-30,10400901
"L-Histidine","Smp_30June-LH_1","1",156.077302,691.2,"LH",2023-06-30,9352931
"L-Histidine","Smp_30June-LH_2","2",156.077302,691.8,"LH",2023-06-30,3571357.5
"L-Histidine","Smp_30June-LH_3","3",156.077302,689.4,"LH",2023-06-30,6398944.5
"L-Histidine","Smp_30June-LL_1","1",156.077302,691.8,"LL",2023-06-30,9180831
"L-Histidine","Smp_30June-LL_2","2",156.077302,700.8,"LL",2023-06-30,3937521.5
"L-Histidine","Smp_30June-LL_3","3",156.077302,681,"LL",2023-06-30,7124028.5
"L-Histidine","Smp_30June-RH_1","1",156.077302,679.8,"RH",2023-06-30,5970764.5
"L-Histidine","Smp_30June-RH_2","2",156.077302,713.4,"RH",2023-06-30,6428841
"L-Histidine","Smp_30June-RH_3","3",156.077302,688.8,"RH",2023-06-30,4904351.5
"L-Histidine","Smp_30June-RL_1","1",156.077302,681,"RL",2023-06-30,7318216
"L-Histidine","Smp_30June-RL_2","2",156.077302,682.2,"RL",2023-06-30,5134993
"L-Histidine","Smp_30June-RL_3","3",156.077302,679.8,"RL",2023-06-30,13108502
"L-Histidine","Smp_30June-ZF_1","1",156.077302,694.2,"ZF",2023-06-30,1714934
"L-Histidine","Smp_30June-ZF_2","2",156.077302,693,"ZF",2023-06-30,2897568
"L-Histidine","Smp_30June-ZF_3","3",156.077302,771,"ZF",2023-06-30,5503950
"L-Histidine","Smp_30June-ZH_1","1",156.077302,709.2,"ZH",2023-06-30,2993577
"L-Histidine","Smp_30June-ZH_2","2",156.077302,691.8,"ZH",2023-06-30,5816597.5
"L-Histidine","Smp_30June-ZH_3","3",156.077302,694.2,"ZH",2023-06-30,3574486.19047619
"L-Histidine","Smp_30June-ZL_1","1",156.077302,705.6,"ZL",2023-06-30,7841760
"L-Histidine","Smp_30June-ZL_2","2",156.077302,683.4,"ZL",2023-06-30,6292518.5
"L-Histidine","Smp_30June-ZL_3","3",156.077302,688.8,"ZL",2023-06-30,4093862
"5-Hydroxyectoine","Smp_14July-C_1","1",159.076968,696.6,"C",2023-07-14,3660325.35885167
"5-Hydroxyectoine","Smp_14July-C_2","2",159.076968,696.6,"C",2023-07-14,169858.373205742
"5-Hydroxyectoine","Smp_14July-C_3","3",159.076968,697.8,"C",2023-07-14,1223534.92822967
"5-Hydroxyectoine","Smp_14July-LH_1","1",159.076968,694.8,"LH",2023-07-14,2340337.79904306
"5-Hydroxyectoine","Smp_14July-LH_2","2",159.076968,694.8,"LH",2023-07-14,393183.732057416
"5-Hydroxyectoine","Smp_14July-LH_3","3",159.076968,696,"LH",2023-07-14,685904.306220096
"5-Hydroxyectoine","Smp_14July-LL_1","1",159.076968,694.8,"LL",2023-07-14,525408.612440191
"5-Hydroxyectoine","Smp_14July-LL_2","2",159.076968,696.6,"LL",2023-07-14,598537.320574163
"5-Hydroxyectoine","Smp_14July-LL_3","3",159.076968,696,"LL",2023-07-14,847644.497607656
"5-Hydroxyectoine","Smp_14July-RH_1","1",159.076968,682.8,"RH",2023-07-14,1127670.33492823
"5-Hydroxyectoine","Smp_14July-RH_2","2",159.076968,696,"RH",2023-07-14,778121.052631579
"5-Hydroxyectoine","Smp_14July-RL_1","1",159.076968,696,"RL",2023-07-14,1199100.4784689
"5-Hydroxyectoine","Smp_14July-RL_2","2",159.076968,697.2,"RL",2023-07-14,574420.57416268
"5-Hydroxyectoine","Smp_14July-RL_3","3",159.076968,697.2,"RL",2023-07-14,831021.052631579
"5-Hydroxyectoine","Smp_14July-ZF_1","1",159.076968,694.8,"ZF",2023-07-14,2598434.92822967
"5-Hydroxyectoine","Smp_14July-ZF_2","2",159.076968,697.2,"ZF",2023-07-14,1191033.01435407
"5-Hydroxyectoine","Smp_14July-ZF_3","3",159.076968,696.6,"ZF",2023-07-14,1759711.96172249
"5-Hydroxyectoine","Smp_14July-ZH_1","1",159.076968,697.2,"ZH",2023-07-14,1292355.02392345
"5-Hydroxyectoine","Smp_14July-ZH_2","2",159.076968,698.4,"ZH",2023-07-14,579621.531100478
"5-Hydroxyectoine","Smp_14July-ZH_3","3",159.076968,697.8,"ZH",2023-07-14,665859.80861244
"5-Hydroxyectoine","Smp_14July-ZL_1","1",159.076968,697.8,"ZL",2023-07-14,469883.253588517
"5-Hydroxyectoine","Smp_14July-ZL_2","2",159.076968,696,"ZL",2023-07-14,1447976.55502392
"5-Hydroxyectoine","Smp_14July-ZL_3","3",159.076968,697.8,"ZL",2023-07-14,681487.559808612
"5-Hydroxyectoine","Smp_21July-C_1","1",159.076968,697.8,"C",2023-07-21,1821744.49760766
"5-Hydroxyectoine","Smp_21July-C_2","2",159.076968,696.6,"C",2023-07-21,500086.602870813
"5-Hydroxyectoine","Smp_21July-C_3","3",159.076968,697.2,"C",2023-07-21,776836.842105263
"5-Hydroxyectoine","Smp_21July-LH_1","1",159.076968,694.2,"LH",2023-07-21,1965858.37320574
"5-Hydroxyectoine","Smp_21July-LH_2","2",159.076968,694.8,"LH",2023-07-21,1043140.7821229
"5-Hydroxyectoine","Smp_21July-LH_3","3",159.076968,697.8,"LH",2023-07-21,1108395.76719577
"5-Hydroxyectoine","Smp_21July-LL_1","1",159.076968,695.4,"LL",2023-07-21,486139.234449761
"5-Hydroxyectoine","Smp_21July-LL_2","2",159.076968,696,"LL",2023-07-21,3922751.19617225
"5-Hydroxyectoine","Smp_21July-LL_3","3",159.076968,696,"LL",2023-07-21,3834223.44497608
"5-Hydroxyectoine","Smp_21July-RH_1","1",159.076968,696,"RH",2023-07-21,479789.473684211
"5-Hydroxyectoine","Smp_21July-RH_2","2",159.076968,696.6,"RH",2023-07-21,766440.782122905
"5-Hydroxyectoine","Smp_21July-RH_3","3",159.076968,696.6,"RH",2023-07-21,758429.186602871
"5-Hydroxyectoine","Smp_21July-RL_1","1",159.076968,696,"RL",2023-07-21,991229.66507177
"5-Hydroxyectoine","Smp_21July-RL_2","2",159.076968,695.4,"RL",2023-07-21,396573.205741627
"5-Hydroxyectoine","Smp_21July-RL_3","3",159.076968,696.6,"RL",2023-07-21,1388285.18518519
"5-Hydroxyectoine","Smp_21July-ZF_1","1",159.076968,697.8,"ZF",2023-07-21,880468.899521531
"5-Hydroxyectoine","Smp_21July-ZF_2","2",159.076968,697.2,"ZF",2023-07-21,4011988.03827751
"5-Hydroxyectoine","Smp_21July-ZF_3","3",159.076968,697.2,"ZF",2023-07-21,1258224.88038278
"5-Hydroxyectoine","Smp_21July-ZH_1","1",159.076968,696.6,"ZH",2023-07-21,574931.578947368
"5-Hydroxyectoine","Smp_21July-ZH_2","2",159.076968,696,"ZH",2023-07-21,273949.282296651
"5-Hydroxyectoine","Smp_21July-ZH_3","3",159.076968,695.4,"ZH",2023-07-21,871530.622009569
"5-Hydroxyectoine","Smp_21July-ZL_1","1",159.076968,695.4,"ZL",2023-07-21,402023.923444976
"5-Hydroxyectoine","Smp_21July-ZL_2","2",159.076968,696.6,"ZL",2023-07-21,746305.741626794
"5-Hydroxyectoine","Smp_21July-ZL_3","3",159.076968,696,"ZL",2023-07-21,905227.272727273
"5-Hydroxyectoine","Smp_27July-C_1","1",159.076968,696,"C",2023-07-27,1315375.11961722
"5-Hydroxyectoine","Smp_27July-C_2","2",159.076968,693.6,"C",2023-07-27,499791.387559809
"5-Hydroxyectoine","Smp_27July-C_3","3",159.076968,697.8,"C",2023-07-27,976545.933014354
"5-Hydroxyectoine","Smp_27July-LH_1","1",159.076968,696.6,"LH",2023-07-27,378466.985645933
"5-Hydroxyectoine","Smp_27July-LH_2","2",159.076968,696,"LH",2023-07-27,293637.106918239
"5-Hydroxyectoine","Smp_27July-LH_3","3",159.076968,694.2,"LH",2023-07-27,1096942.32804233
"5-Hydroxyectoine","Smp_27July-LL_1","1",159.076968,696.6,"LL",2023-07-27,192787.559808612
"5-Hydroxyectoine","Smp_27July-LL_2","2",159.076968,699.6,"LL",2023-07-27,225665.550239234
"5-Hydroxyectoine","Smp_27July-LL_3","3",159.076968,694.8,"LL",2023-07-27,1256500.4784689
"5-Hydroxyectoine","Smp_27July-RH_1","1",159.076968,696,"RH",2023-07-27,779755.04587156
"5-Hydroxyectoine","Smp_27July-RH_2","2",159.076968,694.8,"RH",2023-07-27,1494880.47337278
"5-Hydroxyectoine","Smp_27July-RH_3","3",159.076968,697.8,"RH",2023-07-27,274150.295857988
"5-Hydroxyectoine","Smp_27July-RL_1","1",159.076968,696,"RL",2023-07-27,462989.473684211
"5-Hydroxyectoine","Smp_27July-RL_2","2",159.076968,692.4,"RL",2023-07-27,133587.081339713
"5-Hydroxyectoine","Smp_27July-RL_3","3",159.076968,697.2,"RL",2023-07-27,956830.14354067
"5-Hydroxyectoine","Smp_27July-ZF_1","1",159.076968,696,"ZF",2023-07-27,601426.315789474
"5-Hydroxyectoine","Smp_27July-ZF_2","2",159.076968,697.8,"ZF",2023-07-27,328159.330143541
"5-Hydroxyectoine","Smp_27July-ZF_3","3",159.076968,699,"ZF",2023-07-27,1034272.24880383
"5-Hydroxyectoine","Smp_27July-ZH_1","1",159.076968,697.8,"ZH",2023-07-27,789299.043062201
"5-Hydroxyectoine","Smp_27July-ZH_2","2",159.076968,694.2,"ZH",2023-07-27,314752.153110048
"5-Hydroxyectoine","Smp_27July-ZH_3","3",159.076968,696.6,"ZH",2023-07-27,904567.942583732
"5-Hydroxyectoine","Smp_27July-ZL_1","1",159.076968,697.8,"ZL",2023-07-27,1194950.21834061
"5-Hydroxyectoine","Smp_27July-ZL_2","2",159.076968,696,"ZL",2023-07-27,797879.90430622
"5-Hydroxyectoine","Smp_27July-ZL_3","3",159.076968,698.4,"ZL",2023-07-27,501188.995215311
"5-Hydroxyectoine","Smp_30June-C_1","1",159.076968,697.2,"C",2023-06-30,1811650
"5-Hydroxyectoine","Smp_30June-C_2","2",159.076968,683.4,"C",2023-06-30,2670688
"5-Hydroxyectoine","Smp_30June-C_3","3",159.076968,696.6,"C",2023-06-30,410290.5
"5-Hydroxyectoine","Smp_30June-LH_1","1",159.076968,696,"LH",2023-06-30,644608
"5-Hydroxyectoine","Smp_30June-LH_2","2",159.076968,695.4,"LH",2023-06-30,1623933.5
"5-Hydroxyectoine","Smp_30June-LH_3","3",159.076968,696.6,"LH",2023-06-30,1318769
"5-Hydroxyectoine","Smp_30June-LL_1","1",159.076968,675,"LL",2023-06-30,1346855.5
"5-Hydroxyectoine","Smp_30June-LL_2","2",159.076968,694.8,"LL",2023-06-30,892279.5
"5-Hydroxyectoine","Smp_30June-LL_3","3",159.076968,673.2,"LL",2023-06-30,1536136.5
"5-Hydroxyectoine","Smp_30June-RH_1","1",159.076968,693,"RH",2023-06-30,2184561.5
"5-Hydroxyectoine","Smp_30June-RH_2","2",159.076968,697.8,"RH",2023-06-30,700065
"5-Hydroxyectoine","Smp_30June-RH_3","3",159.076968,675.6,"RH",2023-06-30,747910
"5-Hydroxyectoine","Smp_30June-RL_1","1",159.076968,694.2,"RL",2023-06-30,2381910
"5-Hydroxyectoine","Smp_30June-RL_2","2",159.076968,673.2,"RL",2023-06-30,2504711
"5-Hydroxyectoine","Smp_30June-RL_3","3",159.076968,674.4,"RL",2023-06-30,2411032.5
"5-Hydroxyectoine","Smp_30June-ZF_1","1",159.076968,696,"ZF",2023-06-30,435206.5
"5-Hydroxyectoine","Smp_30June-ZF_2","2",159.076968,696.6,"ZF",2023-06-30,382968.5
"5-Hydroxyectoine","Smp_30June-ZF_3","3",159.076968,697.2,"ZF",2023-06-30,1386360
"5-Hydroxyectoine","Smp_30June-ZH_1","1",159.076968,684,"ZH",2023-06-30,1008547
"5-Hydroxyectoine","Smp_30June-ZH_2","2",159.076968,696.6,"ZH",2023-06-30,1529813.5
"5-Hydroxyectoine","Smp_30June-ZH_3","3",159.076968,694.2,"ZH",2023-06-30,1199410.47619048
"5-Hydroxyectoine","Smp_30June-ZL_1","1",159.076968,678.6,"ZL",2023-06-30,766397.5
"5-Hydroxyectoine","Smp_30June-ZL_2","2",159.076968,696.6,"ZL",2023-06-30,1524566
"5-Hydroxyectoine","Smp_30June-ZL_3","3",159.076968,695.4,"ZL",2023-06-30,1183364.5
"Betonicine","Smp_14July-C_1","1",160.097369,547.8,"C",2023-07-14,3681161.24401914
"Betonicine","Smp_14July-C_2","2",160.097369,545.4,"C",2023-07-14,1553578.46889952
"Betonicine","Smp_14July-C_3","3",160.097369,549,"C",2023-07-14,7132571.29186603
"Betonicine","Smp_14July-LH_1","1",160.097369,549.6,"LH",2023-07-14,7327777.51196172
"Betonicine","Smp_14July-LH_2","2",160.097369,547.8,"LH",2023-07-14,36171395.215311
"Betonicine","Smp_14July-LH_3","3",160.097369,547.2,"LH",2023-07-14,7424521.53110048
"Betonicine","Smp_14July-LL_1","1",160.097369,547.8,"LL",2023-07-14,12121491.8660287
"Betonicine","Smp_14July-LL_2","2",160.097369,547.2,"LL",2023-07-14,12894153.1100478
"Betonicine","Smp_14July-LL_3","3",160.097369,547.2,"LL",2023-07-14,51382162.6794258
"Betonicine","Smp_14July-RH_1","1",160.097369,546,"RH",2023-07-14,10260691.8660287
"Betonicine","Smp_14July-RH_2","2",160.097369,549.6,"RH",2023-07-14,3352867.94258373
"Betonicine","Smp_14July-RH_3","3",160.097369,547.2,"RH",2023-07-14,3108876.55502392
"Betonicine","Smp_14July-RL_1","1",160.097369,548.4,"RL",2023-07-14,12821260.2870813
"Betonicine","Smp_14July-RL_2","2",160.097369,547.2,"RL",2023-07-14,6118418.18181818
"Betonicine","Smp_14July-RL_3","3",160.097369,570.6,"RL",2023-07-14,34154583.7320574
"Betonicine","Smp_14July-ZF_1","1",160.097369,547.2,"ZF",2023-07-14,8635010.52631579
"Betonicine","Smp_14July-ZF_2","2",160.097369,548.4,"ZF",2023-07-14,16866193.3014354
"Betonicine","Smp_14July-ZF_3","3",160.097369,549,"ZF",2023-07-14,40514851.6746412
"Betonicine","Smp_14July-ZH_1","1",160.097369,549,"ZH",2023-07-14,2982314.83253589
"Betonicine","Smp_14July-ZH_2","2",160.097369,546.6,"ZH",2023-07-14,8752109.09090909
"Betonicine","Smp_14July-ZH_3","3",160.097369,550.2,"ZH",2023-07-14,12772964.5933014
"Betonicine","Smp_14July-ZL_1","1",160.097369,568.2,"ZL",2023-07-14,4100124.88038278
"Betonicine","Smp_14July-ZL_2","2",160.097369,546.6,"ZL",2023-07-14,63182989.4736842
"Betonicine","Smp_14July-ZL_3","3",160.097369,549,"ZL",2023-07-14,4162767.94258373
"Betonicine","Smp_21July-C_1","1",160.097369,547.8,"C",2023-07-21,3519053.58851675
"Betonicine","Smp_21July-C_2","2",160.097369,547.2,"C",2023-07-21,3503488.03827751
"Betonicine","Smp_21July-C_3","3",160.097369,549,"C",2023-07-21,3591172.72727273
"Betonicine","Smp_21July-LH_1","1",160.097369,545.4,"LH",2023-07-21,57001167.4641148
"Betonicine","Smp_21July-LH_2","2",160.097369,546,"LH",2023-07-21,11748947.4860335
"Betonicine","Smp_21July-LH_3","3",160.097369,548.4,"LH",2023-07-21,6718316.93121693
"Betonicine","Smp_21July-LL_1","1",160.097369,549,"LL",2023-07-21,13218198.0861244
"Betonicine","Smp_21July-LL_2","2",160.097369,547.2,"LL",2023-07-21,11335447.84689
"Betonicine","Smp_21July-LL_3","3",160.097369,546,"LL",2023-07-21,54581515.7894737
"Betonicine","Smp_21July-RH_1","1",160.097369,544.8,"RH",2023-07-21,13753044.9760766
"Betonicine","Smp_21July-RH_2","2",160.097369,547.2,"RH",2023-07-21,8171616.75977654
"Betonicine","Smp_21July-RH_3","3",160.097369,546,"RH",2023-07-21,4357545.45454546
"Betonicine","Smp_21July-RL_1","1",160.097369,549,"RL",2023-07-21,4242560.76555024
"Betonicine","Smp_21July-RL_2","2",160.097369,550.2,"RL",2023-07-21,3448074.16267943
"Betonicine","Smp_21July-RL_3","3",160.097369,547.8,"RL",2023-07-21,3379387.83068783
"Betonicine","Smp_21July-ZF_1","1",160.097369,547.2,"ZF",2023-07-21,4307398.5645933
"Betonicine","Smp_21July-ZF_2","2",160.097369,547.2,"ZF",2023-07-21,6792930.14354067
"Betonicine","Smp_21July-ZF_3","3",160.097369,547.2,"ZF",2023-07-21,38418250.7177033
"Betonicine","Smp_21July-ZH_1","1",160.097369,547.2,"ZH",2023-07-21,4021702.3923445
"Betonicine","Smp_21July-ZH_2","2",160.097369,547.2,"ZH",2023-07-21,3241597.6076555
"Betonicine","Smp_21July-ZH_3","3",160.097369,547.2,"ZH",2023-07-21,20739670.8133971
"Betonicine","Smp_21July-ZL_1","1",160.097369,546.6,"ZL",2023-07-21,4027752.15311005
"Betonicine","Smp_21July-ZL_2","2",160.097369,546,"ZL",2023-07-21,15356454.5454545
"Betonicine","Smp_21July-ZL_3","3",160.097369,546.6,"ZL",2023-07-21,11780556.937799
"Betonicine","Smp_27July-C_1","1",160.097369,548.4,"C",2023-07-27,3079989.95215311
"Betonicine","Smp_27July-C_2","2",160.097369,546.6,"C",2023-07-27,1910658.85167464
"Betonicine","Smp_27July-C_3","3",160.097369,549,"C",2023-07-27,4791160.28708134
"Betonicine","Smp_27July-LH_1","1",160.097369,546,"LH",2023-07-27,38520681.3397129
"Betonicine","Smp_27July-LH_2","2",160.097369,546,"LH",2023-07-27,5536755.97484277
"Betonicine","Smp_27July-LH_3","3",160.097369,546,"LH",2023-07-27,10765341.7989418
"Betonicine","Smp_27July-LL_1","1",160.097369,549,"LL",2023-07-27,2131093.30143541
"Betonicine","Smp_27July-LL_2","2",160.097369,547.2,"LL",2023-07-27,71775234.4497608
"Betonicine","Smp_27July-LL_3","3",160.097369,544.8,"LL",2023-07-27,55091800.9569378
"Betonicine","Smp_27July-RH_1","1",160.097369,549.6,"RH",2023-07-27,5636259.63302752
"Betonicine","Smp_27July-RH_2","2",160.097369,549,"RH",2023-07-27,5664473.96449704
"Betonicine","Smp_27July-RH_3","3",160.097369,549,"RH",2023-07-27,3120527.81065089
"Betonicine","Smp_27July-RL_1","1",160.097369,549,"RL",2023-07-27,3119162.20095694
"Betonicine","Smp_27July-RL_2","2",160.097369,547.2,"RL",2023-07-27,1190401.4354067
"Betonicine","Smp_27July-RL_3","3",160.097369,549.6,"RL",2023-07-27,5711827.75119617
"Betonicine","Smp_27July-ZF_1","1",160.097369,547.2,"ZF",2023-07-27,6007724.40191388
"Betonicine","Smp_27July-ZF_2","2",160.097369,548.4,"ZF",2023-07-27,12213358.8516746
"Betonicine","Smp_27July-ZF_3","3",160.097369,548.4,"ZF",2023-07-27,18205789.4736842
"Betonicine","Smp_27July-ZH_1","1",160.097369,550.8,"ZH",2023-07-27,2662296.1722488
"Betonicine","Smp_27July-ZH_2","2",160.097369,549,"ZH",2023-07-27,3953082.29665072
"Betonicine","Smp_27July-ZH_3","3",160.097369,547.2,"ZH",2023-07-27,40901584.6889952
"Betonicine","Smp_27July-ZL_1","1",160.097369,548.4,"ZL",2023-07-27,7871224.45414847
"Betonicine","Smp_27July-ZL_2","2",160.097369,549,"ZL",2023-07-27,21313881.3397129
"Betonicine","Smp_27July-ZL_3","3",160.097369,547.8,"ZL",2023-07-27,6549961.72248804
"Betonicine","Smp_30June-C_1","1",160.097369,547.2,"C",2023-06-30,12518929
"Betonicine","Smp_30June-C_2","2",160.097369,549,"C",2023-06-30,35943440
"Betonicine","Smp_30June-C_3","3",160.097369,550.2,"C",2023-06-30,11485244
"Betonicine","Smp_30June-LH_1","1",160.097369,548.4,"LH",2023-06-30,30158478
"Betonicine","Smp_30June-LH_2","2",160.097369,545.4,"LH",2023-06-30,10688764
"Betonicine","Smp_30June-LH_3","3",160.097369,547.2,"LH",2023-06-30,14120802
"Betonicine","Smp_30June-LL_1","1",160.097369,547.8,"LL",2023-06-30,37336468
"Betonicine","Smp_30June-LL_2","2",160.097369,547.2,"LL",2023-06-30,15424488
"Betonicine","Smp_30June-LL_3","3",160.097369,547.8,"LL",2023-06-30,16417487
"Betonicine","Smp_30June-RH_1","1",160.097369,546,"RH",2023-06-30,13954655
"Betonicine","Smp_30June-RH_2","2",160.097369,548.4,"RH",2023-06-30,15035778
"Betonicine","Smp_30June-RH_3","3",160.097369,547.2,"RH",2023-06-30,20037990
"Betonicine","Smp_30June-RL_1","1",160.097369,545.4,"RL",2023-06-30,11494087
"Betonicine","Smp_30June-RL_2","2",160.097369,545.4,"RL",2023-06-30,26576946
"Betonicine","Smp_30June-RL_3","3",160.097369,547.2,"RL",2023-06-30,13786633
"Betonicine","Smp_30June-ZF_1","1",160.097369,548.4,"ZF",2023-06-30,18457556
"Betonicine","Smp_30June-ZF_2","2",160.097369,547.2,"ZF",2023-06-30,7385067.5
"Betonicine","Smp_30June-ZF_3","3",160.097369,546.6,"ZF",2023-06-30,6692196.5
"Betonicine","Smp_30June-ZH_1","1",160.097369,549,"ZH",2023-06-30,19307238
"Betonicine","Smp_30June-ZH_2","2",160.097369,549.6,"ZH",2023-06-30,9420455
"Betonicine","Smp_30June-ZH_3","3",160.097369,547.2,"ZH",2023-06-30,6306713.33333333
"Betonicine","Smp_30June-ZL_1","1",160.097369,547.2,"ZL",2023-06-30,15571472
"Betonicine","Smp_30June-ZL_2","2",160.097369,546,"ZL",2023-06-30,9672126
"Betonicine","Smp_30June-ZL_3","3",160.097369,547.2,"ZL",2023-06-30,19992968
"Turicine","Smp_14July-C_1","1",160.097369,547.8,"C",2023-07-14,3846358.37320574
"Turicine","Smp_14July-C_2","2",160.097369,545.4,"C",2023-07-14,1415199.5215311
"Turicine","Smp_14July-C_3","3",160.097369,549,"C",2023-07-14,7130130.14354067
"Turicine","Smp_14July-LH_1","1",160.097369,549.6,"LH",2023-07-14,7327777.51196172
"Turicine","Smp_14July-LH_2","2",160.097369,547.8,"LH",2023-07-14,35645887.0813397
"Turicine","Smp_14July-LH_3","3",160.097369,547.2,"LH",2023-07-14,7224238.27751196
"Turicine","Smp_14July-LL_1","1",160.097369,547.8,"LL",2023-07-14,9243188.51674641
"Turicine","Smp_14July-LL_2","2",160.097369,547.2,"LL",2023-07-14,12617693.7799043
"Turicine","Smp_14July-LL_3","3",160.097369,547.2,"LL",2023-07-14,50126243.062201
"Turicine","Smp_14July-RH_1","1",160.097369,546,"RH",2023-07-14,10335223.923445
"Turicine","Smp_14July-RH_2","2",160.097369,549.6,"RH",2023-07-14,3595644.01913876
"Turicine","Smp_14July-RH_3","3",160.097369,547.2,"RH",2023-07-14,2219300.4784689
"Turicine","Smp_14July-RL_1","1",160.097369,548.4,"RL",2023-07-14,11937873.6842105
"Turicine","Smp_14July-RL_2","2",160.097369,547.2,"RL",2023-07-14,6492319.13875598
"Turicine","Smp_14July-RL_3","3",160.097369,570.6,"RL",2023-07-14,29885339.7129187
"Turicine","Smp_14July-ZF_1","1",160.097369,547.2,"ZF",2023-07-14,8686465.07177033
"Turicine","Smp_14July-ZF_2","2",160.097369,548.4,"ZF",2023-07-14,15313796.1722488
"Turicine","Smp_14July-ZF_3","3",160.097369,549,"ZF",2023-07-14,40869446.8899522
"Turicine","Smp_14July-ZH_1","1",160.097369,549,"ZH",2023-07-14,2963301.9138756
"Turicine","Smp_14July-ZH_2","2",160.097369,546.6,"ZH",2023-07-14,8498698.5645933
"Turicine","Smp_14July-ZH_3","3",160.097369,550.2,"ZH",2023-07-14,12243710.0478469
"Turicine","Smp_14July-ZL_1","1",160.097369,568.2,"ZL",2023-07-14,4051585.16746412
"Turicine","Smp_14July-ZL_2","2",160.097369,546.6,"ZL",2023-07-14,57549190.430622
"Turicine","Smp_14July-ZL_3","3",160.097369,549,"ZL",2023-07-14,4110241.62679426
"Turicine","Smp_21July-C_1","1",160.097369,547.8,"C",2023-07-21,3587622.00956938
"Turicine","Smp_21July-C_2","2",160.097369,547.2,"C",2023-07-21,2200873.68421053
"Turicine","Smp_21July-C_3","3",160.097369,549,"C",2023-07-21,3622900
"Turicine","Smp_21July-LH_1","1",160.097369,545.4,"LH",2023-07-21,54904045.9330144
"Turicine","Smp_21July-LH_2","2",160.097369,546,"LH",2023-07-21,11520341.8994413
"Turicine","Smp_21July-LH_3","3",160.097369,548.4,"LH",2023-07-21,6759856.08465608
"Turicine","Smp_21July-LL_1","1",160.097369,549,"LL",2023-07-21,12659918.6602871
"Turicine","Smp_21July-LL_2","2",160.097369,547.2,"LL",2023-07-21,11131281.3397129
"Turicine","Smp_21July-LL_3","3",160.097369,546,"LL",2023-07-21,52000440.1913876
"Turicine","Smp_21July-RH_1","1",160.097369,544.8,"RH",2023-07-21,12533755.9808612
"Turicine","Smp_21July-RH_2","2",160.097369,547.2,"RH",2023-07-21,7285930.72625698
"Turicine","Smp_21July-RH_3","3",160.097369,546,"RH",2023-07-21,4209476.07655502
"Turicine","Smp_21July-RL_1","1",160.097369,549,"RL",2023-07-21,2527716.26794258
"Turicine","Smp_21July-RL_2","2",160.097369,550.2,"RL",2023-07-21,3305980.86124402
"Turicine","Smp_21July-RL_3","3",160.097369,547.8,"RL",2023-07-21,3266564.55026455
"Turicine","Smp_21July-ZF_1","1",160.097369,547.2,"ZF",2023-07-21,4538022.00956938
"Turicine","Smp_21July-ZF_2","2",160.097369,547.2,"ZF",2023-07-21,6617369.37799043
"Turicine","Smp_21July-ZF_3","3",160.097369,547.2,"ZF",2023-07-21,31417617.2248804
"Turicine","Smp_21July-ZH_1","1",160.097369,547.2,"ZH",2023-07-21,4839208.13397129
"Turicine","Smp_21July-ZH_2","2",160.097369,547.2,"ZH",2023-07-21,3142624.88038278
"Turicine","Smp_21July-ZH_3","3",160.097369,547.2,"ZH",2023-07-21,20460750.2392345
"Turicine","Smp_21July-ZL_1","1",160.097369,546.6,"ZL",2023-07-21,4027473.68421053
"Turicine","Smp_21July-ZL_2","2",160.097369,546,"ZL",2023-07-21,15408624.8803828
"Turicine","Smp_21July-ZL_3","3",160.097369,546.6,"ZL",2023-07-21,11746571.291866
